ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-5288082,Source1,2,2022-10-03 15:49:00.000000000,2022-10-03 17:08:46.000000000,30.441037,-97.663845,30.441237,-97.666157,0.138,Incident on W WELLS BRANCH PKY near VARIETY WAY Drive with caution.,W Wells Branch Pkwy,Pflugerville,Travis,TX,78660,US,US/Central,KEDC,2022-10-03 15:55:00,86.0,86.0,18.0,29.39,10.0,NE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6782297,Source1,2,2020-12-24 12:33:30,2020-12-25 00:35:57,28.491178,-81.430194,28.488859,-81.429333,0.1689999999999999,Slow traffic from I-4 (Conroy Rd) to FL-423/S John Young Pkwy (Conroy Rd) due to accident., Conroy Rd,Orlando,Orange,FL,32839,US,US/Eastern,KORL,2020-12-24 12:53:00,81.0,81.0,62.0,29.79,10.0,S,17.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6249940,Source1,2,2021-12-23 09:39:00,2021-12-23 10:03:30,32.930522,-96.803464,32.934348,-96.803706,0.265,Stationary traffic on TX-289 from I-635/Lyndon B Johnson Fwy (Preston Rd/TX-289) to Spring Valley Rd (Preston Rd/TX-289) due to accident., Preston Rd,Dallas,Dallas,TX,75240-5210,US,US/Central,KADS,2021-12-23 09:47:00,61.0,61.0,77.0,29.33,10.0,S,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2136764,Source2,2,2019-05-01 08:05:24,2019-05-01 09:07:56,36.040112,-86.780891,,,1.6200000047683716,Accident on entry ramp to I-65 Northbound from Old Hickory Blvd.,Old Hickory Blvd,Brentwood,Davidson,TN,37027,US,US/Central,KBNA,2019-05-01 07:53:00,74.0,74.0,62.0,29.49,10.0,S,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7176508,Source1,2,2020-04-14 20:01:54,2020-04-14 21:01:54,36.07538,-95.90431,36.07538,-95.90431,0.0,At S Yale Ave - Accident.,S Sheridan Rd,Tulsa,Tulsa,OK,74133,US,US/Central,KRVS,2020-04-14 19:53:00,46.0,46.0,56.0,29.5,10.0,S,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-4794029,Source1,2,2023-01-13 08:23:00,2023-01-13 09:44:53,33.835605,-117.941634,33.834983,-117.940027,0.102,Incident on I-5 SB near EUCLID ST Drive with caution.,N Euclid St,Anaheim,Orange,CA,92801,US,US/Pacific,KFUL,2023-01-13 08:53:00,59.0,59.0,51.0,30.06,10.0,E,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2152521,Source2,2,2019-04-06 08:36:29,2019-04-06 09:21:04,38.851246,-121.28451499999998,,,0.0,Accident on Twelve Bridges Dr at Joiner Pkwy.,Twelve Bridges Dr,Lincoln,Placer,CA,95648,US,US/Pacific,KLHM,2019-04-06 08:35:00,55.0,55.0,82.0,29.93,10.0,ESE,6.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-859687,Source2,3,2021-10-15 04:48:46,2021-10-15 05:18:19,41.873161,-87.735229,,,0.0,Lane blocked due to accident on I-290 Eisenhower Expy Eastbound after Lexington St.,Eisenhower Expy E,Chicago,Cook,IL,60624,US,US/Central,KMDW,2021-10-15 04:53:00,54.0,54.0,83.0,29.22,10.0,W,3.0,0.0,Fair,False,False,True,False,False,True,False,False,False,False,False,True,False,Night,Night,Night,Night
A-827877,Source2,2,2021-11-09 07:04:38,2021-11-09 07:34:43,35.477112,-97.465332,,,0.0,Accident on I-35 Southbound at Exit 129 10th St.,I-35 N,Oklahoma City,Oklahoma,OK,73117,US,US/Central,KTIK,2021-11-09 06:56:00,57.0,57.0,93.0,28.72,10.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6991409,Source1,2,2020-05-30 15:46:29,2020-05-30 17:46:29,42.13893,-122.58978,42.13893,-122.58978,0.0,At Buckhorn Springs Rd - Accident., Highway 66,Ashland,Jackson,OR,97520-9773,US,US/Pacific,KMFR,2020-05-30 15:53:00,56.0,56.0,90.0,28.53,6.0,NW,7.0,0.1,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-160561,Source2,2,2016-07-15 13:33:44,2016-07-15 14:03:44,41.2346,-96.023827,,,0.0,Accident on 72nd St Southbound at Arbor St.,S 72nd St,Omaha,Douglas,NE,68106,US,US/Central,KMLE,2016-07-15 13:35:00,64.6,,82.0,30.15,10.0,South,6.9,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2592345,Source2,2,2018-09-18 08:20:58,2018-09-18 08:50:30,37.418644,-121.969498,,,0.0,Left hand shoulder blocked and #1 lane blocked due to accident on CA-237 Eastbound before Exit 6 Great America Pkwy.,CA-237 E,Santa Clara,Santa Clara,CA,95054,US,US/Pacific,KSJC,2018-09-18 07:53:00,54.0,,83.0,29.98,10.0,South,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3303163,Source2,2,2017-09-12 16:08:43,2017-09-12 16:38:07,33.385868,-111.90905,,,0.0,Queueing traffic and center lane blocked due to accident on US-60 Eastbound at Exits 175 176A McClintock Dr.,S McClintock Dr,Tempe,Maricopa,AZ,85282-5826,US,US/Mountain,KPHX,2017-09-12 15:51:00,107.1,,16.0,29.66,10.0,Variable,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1934416,Source2,3,2019-08-26 14:51:39,2019-08-26 16:14:56,33.790028,-118.282463,,,0.0,Slow lane blocked due to accident on I-110 Southbound at Exit 4 CA-1 Pacific Coast Hwy.,Figueroa Pl,Wilmington,Los Angeles,CA,90744,US,US/Pacific,KTOA,2019-08-26 14:49:00,79.0,79.0,65.0,29.71,10.0,W,17.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5737470,Source1,2,2021-10-29 16:23:00,2021-10-29 17:47:48,27.311003000000003,-82.529296,27.311013,-82.529895,0.037,Incident on SUNNYSIDE CT near S TAMIAMI TRL Expect delays., Sunnyside Ct,Sarasota,Sarasota,FL,34239,US,US/Eastern,KSRQ,2021-10-29 16:53:00,79.0,79.0,62.0,29.65,10.0,WNW,17.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1769227,Source2,2,2019-10-22 13:57:58,2019-10-22 14:57:59,39.010052,-77.114868,,,0.0,Restrictions due to accident on MD-187 Old Georgetown Rd at Beech Ave.,Old Georgetown Rd,Bethesda,Montgomery,MD,20814-1722,US,US/Eastern,KCGS,2019-10-22 14:03:00,61.0,61.0,77.0,29.79,10.0,SE,7.0,0.0,Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-7068927,Source1,2,2020-06-05 17:32:20,2020-06-05 17:47:20,47.85,-122.27424,47.86624000000001,-122.27544,1.123,Between Alderwood Mall Blvd and End Freeway - Accident. Left lane blocked. One lane closed. on the right., 164th St SW,Lynnwood,Snohomish,WA,98087-3219,US,US/Pacific,KPAE,2020-06-05 17:53:00,62.0,62.0,67.0,29.1,10.0,SSE,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Night
A-2436678,Source2,2,2018-11-06 16:21:37,2018-11-06 17:21:25,40.479858,-89.663551,,,0.0,Accident on IL-29 Northbound at County Hwy-7 Townline Rd.,Townline Rd,Green Valley,Tazewell,IL,61534-9221,US,US/Central,KPIA,2018-11-06 15:54:00,46.0,39.9,66.0,29.94,10.0,WNW,13.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2694792,Source2,2,2018-07-09 18:27:11,2018-07-09 18:56:53,38.266575,-121.527756,,,0.0,Right hand shoulder blocked due to accident on County Hwy-E13 Twin Cities Rd at River Rd.,River Rd,Walnut Grove,Sacramento,CA,95690-9703,US,US/Pacific,KSAC,2018-07-09 18:53:00,93.9,,22.0,29.93,10.0,SSW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-83280,Source2,3,2016-10-12 10:37:49,2016-10-12 11:15:00,33.476681,-117.673637,,,0.01,Accident on I-5 Northbound at Camino Capistrano.,I-5 N,San Juan Capistrano,Orange,CA,92675,US,US/Pacific,KSNA,2016-10-12 10:53:00,64.9,,68.0,30.09,9.0,North,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1282799,Source2,2,2020-11-03 08:40:38,2020-11-03 09:56:09,42.502384,-71.11895,,,0.0,Accident on 128 Southbound at I-93.,I-95 S,Reading,Middlesex,MA,01867,US,US/Eastern,KBVY,2020-11-03 08:53:00,41.0,32.0,51.0,29.68,10.0,WNW,17.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4249534,Source1,2,2022-02-03 16:30:12,2022-02-03 18:38:39,43.03980946520309,-76.14234566652229,43.02370946520311,-76.1402756665223,1.117,NYSDOT - Region 3: Crash on I-81 southbound just past Exit 17 - South Salina Street; Brighton Avenue; State Street (Syracuse) 1 Left lane of 3 lanes closed,I-81 S,Syracuse,Onondaga,NY,13210,US,US/Eastern,KSYR,2022-02-03 16:38:00,27.0,19.0,85.0,29.8,0.5,NW,8.0,0.01,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6092783,Source1,2,2021-03-09 10:23:30,2021-03-09 13:06:00,41.70486500000001,-87.790516,41.746628,-87.85401800000002,4.365,Slow traffic on Tri State Tollway N - I-294 N from IL-50/Cicero Ave (I-294) to 75th St (I-294) due to accident.,I-294 N,Chicago Ridge,Cook,IL,60415,US,US/Central,KMDW,2021-03-09 09:53:00,54.0,54.0,47.0,29.61,10.0,S,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5180704,Source1,2,2022-06-01 17:47:57.000000000,2022-06-01 19:26:02.000000000,25.599272,-80.362554,25.599223,-80.364489,0.121,Incident on SW 183RD ST near HOUSE 10530 Expect delays., SW 105th Ave,Miami,Miami-Dade,FL,33157-5111,US,US/Eastern,KTMB,2022-06-01 17:53:00,85.0,85.0,67.0,29.87,10.0,SE,8.0,0.01,Thunder in the Vicinity,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2634858,Source2,3,2018-08-08 04:50:51,2018-08-08 05:20:33,33.928946999999994,-118.28112,,,0.0,HOV lane blocked due to accident on I-110 Southbound at I-105.,I-105 W,Los Angeles,Los Angeles,CA,90061,US,US/Pacific,KHHR,2018-08-08 04:53:00,72.0,,87.0,29.88,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,True,False,True,False,False,False,False,Night,Night,Night,Day
A-3630713,Source1,2,2017-06-19 15:36:24,2017-06-19 21:36:24,27.95849,-82.70889,27.92328,-82.69863000000002,2.512,Between SR-60/Gulf To Bay Blvd and Bayside Brg (South) - Accident.,S McMullen Booth Rd,Clearwater,Pinellas,FL,33759,US,US/Eastern,KPIE,2017-06-19 15:38:00,78.1,,87.0,29.99,6.0,South,9.2,0.2,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5685661,Source1,2,2021-10-26 19:09:00,2021-10-26 19:30:30,26.005984,-80.247922,26.010362,-80.248051,0.303,Slow traffic on FL-817 from FL-824/Pembroke Rd (FL-817) to 17th St/Taft St (FL-817) due to accident., S University Dr,Hollywood,Broward,FL,33023,US,US/Eastern,KHWO,2021-10-26 18:53:00,86.0,86.0,61.0,29.83,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-845059,Source2,2,2021-10-21 05:37:46,2021-10-21 07:07:00,41.371765,-75.68408199999998,,,11.100000381469728,Accident on I-81 Northbound from Exit 175 PA-315 to Exits 182A 182B Davis St.,Davis St,Moosic,Lackawanna,PA,18507,US,US/Eastern,KAVP,2021-10-21 05:54:00,49.0,49.0,90.0,29.01,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-118091,Source2,3,2016-12-15 05:09:25,2016-12-15 06:08:56,26.260412,-80.133423,,,0.01,Right lane blocked due to accident on I-95 Northbound at Exits 38 38A 38B Copans Rd.,W Copans Rd,Pompano Beach,Broward,FL,33069,US,US/Eastern,KFXE,2016-12-15 04:53:00,64.9,,87.0,30.04,10.0,WNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2562986,Source2,2,2018-09-04 08:06:40,2018-09-04 08:51:24,37.896435,-121.641296,,,0.0,Accident on Marsh Creek Rd Westbound at Byron Hwy.,Marsh Creek Rd,Brentwood,Contra Costa,CA,94513,US,US/Pacific,KLVK,2018-09-04 07:53:00,59.0,,90.0,29.88,4.0,WNW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4459576,Source1,2,2022-11-02 06:23:30,2022-11-02 11:52:00,25.810471,-80.206138,25.789159,-80.2044,1.476,Slow traffic on I-95 S from 62nd St/NW 6th Ave/Exit 6A (I-95) to I-395/FL-836/NE 3rd St/NE 2nd Ave/Exit 2D/Exit 3A (I-95) due to accident.,I-95 S,Miami,Miami-Dade,FL,33127,US,US/Eastern,KMIA,2022-11-02 05:53:00,80.0,80.0,87.0,30.08,10.0,E,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-5745851,Source1,2,2021-05-06 03:10:30,2021-05-06 19:26:03,25.947368,-80.149929,25.948502,-80.148765,0.107,Stationary traffic on FL-860 from NE 25th Ct to NE 188th St due to accident., NE Miami Gardens Dr,Miami,Miami-Dade,FL,33180-2731,US,US/Eastern,KHWO,2021-05-06 02:53:00,78.0,78.0,81.0,30.03,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4175293,Source1,2,2022-12-21 21:29:00,2022-12-22 01:14:00,35.02953,-80.659309,35.033368,-80.656876,0.299,Incident on WESLEY CHAPEL RD NB near PINEWOOD FOREST RD Drive with caution., Wesley Chapel Rd,Indian Trail,Union,NC,28079-5255,US,US/Eastern,KEQY,2022-12-21 21:53:00,37.0,29.0,96.0,29.56,3.0,NNE,12.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2616709,Source2,2,2018-07-31 08:22:18,2018-07-31 08:52:00,36.359406,-82.386772,,,0.0,Accident on TN-36 Roan St at Oakland Ave.,N Roan St,Johnson City,Washington,TN,37601-1507,US,US/Eastern,KTRI,2018-07-31 07:53:00,70.0,,97.0,29.96,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1765415,Source2,3,2019-10-20 13:24:26,2019-10-20 14:09:11,40.542309,-74.391251,,,0.0,Accident on I-287 Westbound at Exit 3 CR-501 New Durham Rd.,I-287 S,Edison,Middlesex,NJ,08817,US,US/Eastern,KLDJ,2019-10-20 13:15:00,56.0,56.0,82.0,30.02,5.0,CALM,0.0,0.01,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3925191,Source1,2,2022-06-15 11:54:23.000000,2022-06-15 14:08:36.000000,45.76513900000001,-119.215736,45.768601,-119.235953,1.003,An unconfirmed report of a crash has been received. Use caution.,I-84 W,Stanfield,Umatilla,OR,97875,US,US/Pacific,KHRI,2022-06-15 11:53:00,68.0,68.0,42.0,29.29,10.0,NNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1556784,Source2,3,2020-04-16 14:49:10,2020-04-16 16:03:19,39.864929,-84.189438,,,0.0,Right lane blocked due to accident on I-75 Northbound at Exit 61 I-70 Exits 33 33A 33B.,I-75 S,Vandalia,Montgomery,OH,45377,US,US/Eastern,KDAY,2020-04-16 14:56:00,48.0,41.0,36.0,29.2,10.0,W,18.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2900343,Source2,2,2018-04-21 21:32:39,2018-04-21 22:47:02,35.339737,-80.76508299999998,,,0.0,Accident on Mallard Creek Church Rd at David Taylor Dr.,David Taylor Dr,Charlotte,Mecklenburg,NC,28262-1035,US,US/Eastern,KJQF,2018-04-21 21:50:00,55.4,,51.0,30.34,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-3086204,Source2,2,2018-01-25 11:30:54,2018-01-25 12:16:00,27.860085,-82.638779,,,0.0,Accident on Gandy Blvd at 4th St.,4th St N,Saint Petersburg,Pinellas,FL,33702-2515,US,US/Eastern,KSPG,2018-01-25 11:53:00,59.0,,55.0,30.36,10.0,ENE,16.1,,Clear,False,False,True,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-6461660,Source1,2,2021-01-23 21:53:28,2021-01-23 23:16:10,35.834893,-78.615306,35.835864,-78.614379,0.085,Incident on WAKE FOREST RD near HOUSE 4020 Drive with caution., Wake Forest Rd,Raleigh,Wake,NC,27609-6841,US,US/Eastern,KRDU,2021-01-23 21:51:00,29.0,29.0,56.0,29.85,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6735686,Source1,2,2020-12-29 15:15:00,2020-12-29 19:44:48,36.987224,-121.459207,36.98495,-121.463553,0.287,IFO THE ADDRESS //EB AT SOAP LAKE. 1185 97, Pacheco Pass Hwy,Gilroy,Santa Clara,CA,95020,US,US/Pacific,KE16,2020-12-29 15:15:00,59.0,59.0,36.0,29.94,10.0,NW,6.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4174825,Source1,2,2022-02-14 12:01:37,2022-02-14 14:19:36,36.088108,-95.940115,36.087508,-95.940124,0.041,Incident on HARVARD AVE near HOUSE 5217 Drive with caution., S Harvard Ave,Tulsa,Tulsa,OK,74135-3513,US,US/Central,KRVS,2022-02-14 11:53:00,59.0,59.0,27.0,29.52,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5536481,Source1,2,2021-07-31 07:43:00.000000000,2021-07-31 10:47:40.000000000,39.174948,-122.248309,39.174935,-122.246391,0.103,Incident on FRESHWATER RD near HOUSE 4955 Right shoulder closed., Freshwater Rd,Williams,Colusa,CA,95987-5132,US,US/Pacific,KMYV,2021-07-31 07:53:00,69.0,69.0,54.0,29.86,10.0,SSE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3841446,Source1,2,2022-05-31 17:45:01,2022-05-31 17:59:01,33.094292,-117.084347,33.09803400000001,-117.088222,0.342,Slow traffic on I-15 N - Escondido Fwy N from Felicita Road exit [29] to exit [33] due to accident.,Escondido Fwy N,Escondido,San Diego,CA,92025,US,US/Pacific,KRNM,2022-05-31 17:53:00,72.0,72.0,46.0,28.35,10.0,W,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2538822,Source2,2,2018-10-23 16:18:07,2018-10-23 17:02:52,37.69817000000001,-121.93512,,,0.0,Right hand shoulder blocked due to accident on I-580 Eastbound before Exit 44A San Ramon Rd.,San Ramon Rd,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,2018-10-23 15:53:00,66.9,,49.0,29.97,10.0,WNW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1581001,Source2,2,2020-01-08 09:44:31,2020-01-08 11:09:29,35.79303,-78.68360899999998,,,0.0,Accident on NC-54 Hillsborough St at Montgomery St.,Hillsborough St,Raleigh,Wake,NC,27607-5407,US,US/Eastern,KRDU,2020-01-08 09:51:00,45.0,39.0,56.0,29.81,10.0,WSW,12.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1927722,Source2,2,2019-08-22 10:36:38,2019-08-22 11:36:23,34.176262,-79.810532,,,0.0,Accident on Cashua Dr near SC-51 2nd Loop Rd.,S Cashua Dr,Florence,Florence,SC,29501-5449,US,US/Eastern,KFLO,2019-08-22 10:53:00,88.0,88.0,59.0,29.92,10.0,W,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1311509,Source2,3,2020-09-24 15:00:21,2020-09-24 15:45:02,39.982109,-75.101326,,,0.0,Lane blocked due to accident on I-95 Southbound at Exit 25 Allegheny Ave.,I-95 S,Philadelphia,Philadelphia,PA,19134,US,US/Eastern,KPNE,2020-09-24 14:54:00,76.0,76.0,43.0,29.88,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-830525,Source2,3,2021-11-06 19:49:55,2021-11-06 20:35:03,34.032906,-118.435722,,,0.0,HOV lane blocked due to accident on I-405 Southbound at I-10.,I-405 S,Los Angeles,Los Angeles,CA,90064,US,US/Pacific,KSMO,2021-11-06 19:51:00,56.0,56.0,97.0,29.83,4.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1272962,Source2,2,2020-11-10 07:06:42,2020-11-10 07:36:30,27.46014000000001,-82.088089,,,0.0,Accident on FL-64 at Wauchula Rd.,Wauchula Rd,Myakka City,Manatee,FL,34251-8106,US,US/Eastern,KSRQ,2020-11-10 06:53:00,78.0,78.0,87.0,29.76,10.0,E,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2572166,Source2,2,2018-09-08 04:59:17,2018-09-08 05:28:49,34.056438,-118.241417,,,0.0,One lane blocked due to accident on US-101 Northbound at Exits 2C 3A Broadway.,Santa Ana Fwy N,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2018-09-08 04:58:00,64.4,,94.0,29.88,1.0,Calm,,,Mist,False,False,True,False,True,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-4277519,Source1,2,2023-01-30 11:03:12,2023-01-30 13:09:09,43.18280339,-83.76863837,43.25230339,-83.77712837,4.8210000000000015,NB I-75 at Saginaw County Line,I-75 N,Clio,Genesee,MI,48420,US,US/Eastern,KFNT,2023-01-30 10:53:00,21.0,9.0,78.0,29.4,9.0,WNW,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3929725,Source1,4,2022-12-02 08:29:00,2022-12-02 09:49:21,37.079078,-77.215164,37.081336,-77.22006400000002,0.312,Incident on VA-625 NB near ARWOOD RD Road closed. Take alternate route., Newville Rd,Disputanta,Sussex,VA,23842-4191,US,US/Eastern,KAKQ,2022-12-02 08:54:00,35.0,,82.0,30.48,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
